edit_label,rule_type,kind,forms,first_cycle,last_cycle,n_cycles_observed,n_expression_changes
ffiec041_R6013.5515,validity,bound,041,2012-12-31,2026-06-30,19,0
ffiec041_R6015.5599,quality,identity,041,2012-12-31,2026-06-30,19,0
ffiec041_R6015.5600,quality,identity,041,2012-12-31,2026-06-30,19,0
ffiec041_R6130.5504,validity,inequality,041,2012-12-31,2026-06-30,19,0
ffiec041_R6230.5543,validity,bound,041,2012-12-31,2026-06-30,19,0
ffiec041_R6230.5551,validity,compound,041,2012-12-31,2026-06-30,19,2
ffiec041_R6230.5552,quality,bound,041,2012-12-31,2026-06-30,19,0
ffiec041_R6230.5553,quality,bound,041,2012-12-31,2026-06-30,19,0
ffiec041_R6450.5521,quality,bound,041,2012-12-31,2023-12-31,12,0
ffiec041_R6450.5522,quality,bound,041,2012-12-31,2023-12-31,12,0
ffiec041_R6450.5523,quality,bound,041,2012-12-31,2023-12-31,12,0
ffiec041_R6450.5524,quality,bound,041,2012-12-31,2023-12-31,12,0
ffiec041_R6450.5525,quality,bound,041,2012-12-31,2023-12-31,12,0
ffiec041_R6450.5526,quality,bound,041,2012-12-31,2023-12-31,12,0
ffiec041_R6450.5527,validity,bound,041,2012-12-31,2023-12-31,12,3
ffiec041_R6450.5528,validity,bound,041,2012-12-31,2023-12-31,12,1
ffiec041_R6450.5529,validity,bound,041,2012-12-31,2023-12-31,12,3
ffiec041_R6450.5530,validity,bound,041,2012-12-31,2023-12-31,12,2
ffiec041_R6450.5531,validity,bound,041,2012-12-31,2023-12-31,12,0
ffiec041_R6450.5532,validity,bound,041,2012-12-31,2023-12-31,12,2
ffiec041_R6450.5533,quality,complex,041,2012-12-31,2023-12-31,12,2
ffiec041_R6450.5534,quality,complex,041,2012-12-31,2023-12-31,12,2
ffiec041_R6450.5535,quality,complex,041,2012-12-31,2023-12-31,12,2
ffiec041_R6450.5536,quality,complex,041,2012-12-31,2023-12-31,12,2
ffiec041_R6450.5537,quality,complex,041,2012-12-31,2023-12-31,12,2
ffiec041_R6450.5538,quality,complex,041,2012-12-31,2023-12-31,12,2
ffiec041_R6450.5539,validity,bound,041,2012-12-31,2023-12-31,12,0
ffiec041_R6450.5540,validity,bound,041,2012-12-31,2023-12-31,12,0
ffiec041_R6450.5541,validity,bound,041,2012-12-31,2023-12-31,12,0
ffiec041_R6450.5542,validity,bound,041,2012-12-31,2023-12-31,12,0
ffiec041_R6615.5597,quality,bound,041,2012-12-31,2014-12-31,3,1
ffiec041_R6615.5598,quality,bound,041,2012-12-31,2014-12-31,3,1
ffiec041_R6770.5516,quality,complex,041,2012-12-31,2014-12-31,3,1
ffiec041_R6770.5517,quality,complex,041,2012-12-31,2014-12-31,3,1
ffiec041_R6770.5549,quality,compound,041,2012-12-31,2026-06-30,19,2
ffiec041_R6770.5550,quality,compound,041,2012-12-31,2026-06-30,19,2
ffiec041_R6770.5554,quality,bound,041,2012-12-31,2013-12-31,2,0
ffiec031_R0850.5852,quality,complex,031,2013-12-31,2017-12-31,5,1
ffiec031_R1042.5604,quality,function,031,2013-12-31,2026-06-30,18,1
ffiec031_R1042.5605,quality,function,031,2013-12-31,2026-06-30,18,1
ffiec031_R1044.5606,quality,function,031,2013-12-31,2026-06-30,18,1
ffiec031_R1044.5607,quality,function,031,2013-12-31,2026-06-30,18,1
ffiec031_R2006.5608,validity,identity,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5609,validity,identity,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5610,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5611,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5612,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5613,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5614,validity,identity,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5615,validity,identity,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5616,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5617,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5618,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5619,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5620,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5621,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5622,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5623,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5624,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5625,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5626,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5627,validity,identity,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5628,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5629,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5630,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5631,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5632,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5633,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5634,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5635,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5636,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5637,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5638,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5639,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5640,quality,complex,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5641,quality,complex,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5642,quality,complex,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5643,quality,complex,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5644,quality,complex,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5645,quality,complex,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5646,quality,complex,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5647,quality,complex,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5648,quality,complex,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5649,quality,complex,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5650,quality,complex,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5651,quality,complex,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5652,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5653,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5654,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5655,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5656,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5657,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5658,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5659,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5660,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5661,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5662,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5663,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5664,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5665,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5666,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5667,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5668,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5669,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5670,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5671,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5672,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5673,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5674,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5675,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5676,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5677,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5678,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5679,quality,bound,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5680,quality,bound,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5681,quality,bound,031,2013-12-31,2023-12-31,11,2
ffiec031_R2006.5682,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5683,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2006.5684,quality,bound,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5685,quality,bound,031,2013-12-31,2023-12-31,11,1
ffiec031_R2006.5822,quality,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R2055.5818,validity,bound,031,2013-12-31,2015-12-31,3,0
ffiec031_R2310.5813,validity,bound,031,2013-12-31,2017-12-31,5,1
ffiec031_R2310.5815,quality,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R2310.5816,quality,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R3320.5803,validity,compound,031,2013-12-31,2026-06-30,18,2
ffiec031_R3320.5804,validity,compound,031,2013-12-31,2026-06-30,18,2
ffiec031_R3395.5810,quality,compound,031,2013-12-31,2026-06-30,18,3
ffiec031_R3480.5811,validity,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R3500.5819,validity,bound,031,2013-12-31,2023-12-31,11,0
ffiec031_R5372.5814,quality,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R5498.5820,validity,bound,031,2013-12-31,2022-12-31,10,2
ffiec031_R5498.5821,validity,bound,031,2013-12-31,2015-12-31,3,0
ffiec031_R5664.5787,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R5664.5788,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R5664.5789,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R5664.5790,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R5664.5791,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R5664.5792,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R5664.5793,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R5664.5794,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R5664.5795,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R5664.5829,quality,completeness,031,2013-12-31,2026-06-30,18,1
ffiec031_R5665.5817,validity,bound,031,2013-12-31,2026-06-30,18,2
ffiec031_R5720.5812,validity,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5686,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6014.5687,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6014.5688,quality,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5689,quality,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5690,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6014.5691,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6014.5692,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6014.5693,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6014.5694,quality,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5695,quality,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5696,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6014.5697,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6014.5698,quality,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5699,quality,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5700,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6014.5701,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6014.5702,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5703,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5704,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5705,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5706,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5707,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5708,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5709,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5712,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5713,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5714,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5715,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5716,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5717,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5718,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5719,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5720,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5721,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5830,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5831,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5832,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5833,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5834,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5835,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5836,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5837,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5838,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5839,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5840,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5841,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5842,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5843,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5844,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5845,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5846,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6014.5847,validity,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5728,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5729,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5730,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5731,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5732,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5733,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5734,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5735,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5738,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5739,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5740,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5741,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5742,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5743,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5744,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5745,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5746,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5747,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5748,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5749,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5750,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5751,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5752,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5753,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5754,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5755,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5756,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5757,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5758,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5759,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5760,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5761,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5762,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5763,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5764,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5765,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5766,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5767,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5768,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5769,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5770,validity,compound,031,2013-12-31,2026-06-30,18,2
ffiec031_R6015.5771,validity,compound,031,2013-12-31,2026-06-30,18,2
ffiec031_R6015.5772,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5773,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5774,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5775,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5776,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6015.5777,validity,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6142.5823,validity,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6142.5824,validity,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6142.5825,validity,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6142.5826,validity,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6142.5827,validity,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6142.5828,validity,bound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6602.5602,quality,complex,031,2013-12-31,2026-06-30,18,1
ffiec031_R6602.5603,quality,complex,031,2013-12-31,2026-06-30,18,2
ffiec031_R6770.5796,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6770.5797,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6770.5798,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6770.5799,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6770.5800,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6770.5801,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6770.5802,quality,bound,031,2013-12-31,2026-06-30,18,0
ffiec031_R6770.5848,quality,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6770.5849,quality,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6770.5850,quality,compound,031,2013-12-31,2026-06-30,18,2
ffiec031_R6770.5851,quality,compound,031,2013-12-31,2026-06-30,18,2
ffiec031_R6770.5863,quality,identity,031,2013-12-31,2026-06-30,18,0
ffiec031_R6770.5864,quality,identity,031,2013-12-31,2026-06-30,18,0
ffiec031_R6770.5865,quality,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R6770.5866,quality,compound,031,2013-12-31,2026-06-30,18,1
ffiec031_R7440.5806,quality,compound,031,2013-12-31,2014-12-31,2,0
ffiec031_R7440.5807,quality,compound,031,2013-12-31,2014-12-31,2,0
ffiec031_R7610.5808,quality,compound,031,2013-12-31,2014-12-31,2,0
ffiec031_R7610.5809,quality,compound,031,2013-12-31,2014-12-31,2,0
ffiec041_R0850.5852,quality,complex,041,2013-12-31,2017-12-31,5,1
ffiec041_R1042.5604,quality,function,041,2013-12-31,2026-06-30,18,1
ffiec041_R1042.5605,quality,function,041,2013-12-31,2026-06-30,18,1
ffiec041_R1044.5606,quality,function,041,2013-12-31,2026-06-30,18,1
ffiec041_R1044.5607,quality,function,041,2013-12-31,2026-06-30,18,1
ffiec041_R2006.5608,validity,identity,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5609,validity,identity,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5610,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5611,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5612,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5613,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5614,validity,identity,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5615,validity,identity,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5616,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5617,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5618,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5619,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5620,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5621,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5622,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5623,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5624,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5625,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5626,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5627,validity,identity,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5628,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5629,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5630,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5631,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5632,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5633,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5634,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5635,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5636,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5637,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5638,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5639,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5640,quality,complex,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5641,quality,complex,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5642,quality,complex,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5643,quality,complex,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5644,quality,complex,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5645,quality,complex,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5646,quality,complex,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5647,quality,complex,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5648,quality,complex,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5649,quality,complex,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5650,quality,complex,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5651,quality,complex,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5652,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5653,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5654,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5655,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5656,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5657,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5658,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5659,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5660,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5661,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5662,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5663,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5664,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5665,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5666,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5667,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5668,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5669,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5670,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5671,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5672,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5673,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5674,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5675,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5676,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5677,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5678,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5679,quality,bound,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5680,quality,bound,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5681,quality,bound,041,2013-12-31,2023-12-31,11,2
ffiec041_R2006.5682,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5683,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2006.5684,quality,bound,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5685,quality,bound,041,2013-12-31,2023-12-31,11,1
ffiec041_R2006.5822,quality,bound,041,2013-12-31,2023-12-31,11,0
ffiec041_R2055.5818,validity,bound,041,2013-12-31,2015-12-31,3,0
